MH, FITNESS
WOA, 269.0
WOA, 268.0
WOA, 270.0
WOA, 268.0
WOA, 268.0
WOA, 269.0
WOA, 267.0
WOA, 267.0
WOA, 268.0
WOA, 267.0
WOA, 269.0
SRO, 267.0
SRO, 268.0
SRO, 267.0
SRO, 267.0
SRO, 267.0
SRO, 267.0
SRO, 268.0
SRO, 267.0
SRO, 267.0
SRO, 267.0
SRO, 268.0
PSO, 269.0
PSO, 271.0
PSO, 269.0
PSO, 269.0
PSO, 269.0
PSO, 269.0
PSO, 269.0
PSO, 270.0
PSO, 269.0
PSO, 270.0
PSO, 271.0
