MH, FITNESS
WOA, 145.0
WOA, 145.0
WOA, 144.0
WOA, 144.0
WOA, 146.0
WOA, 142.0
WOA, 141.0
WOA, 141.0
WOA, 145.0
WOA, 145.0
WOA, 141.0
SRO, 141.0
SRO, 142.0
SRO, 142.0
SRO, 142.0
SRO, 141.0
SRO, 141.0
SRO, 141.0
SRO, 142.0
SRO, 142.0
SRO, 143.0
SRO, 141.0
PSO, 143.0
PSO, 142.0
PSO, 145.0
PSO, 143.0
PSO, 142.0
PSO, 143.0
PSO, 145.0
PSO, 143.0
PSO, 142.0
PSO, 146.0
PSO, 143.0
